sentence,label,dataset
　　木瓜恰恰恰、匈牙利舞曲（第五号）、渔歌、青青竹子会唱歌、噢！苏珊娜、童c年的歌&mdash;&mdash;中国少年先锋队队歌、雨中、编花篮、我是小音乐家、宝莲灯、打字机等。小学部b分br大河之舞br我爱家乡的酒歌brc木瓜恰恰恰br匈牙利舞曲(第五号)cbr渔歌br青青竹c子会唱歌br噢!苏珊娜br童年的歌&mdash;&mdash;中国少年先锋队队歌br雨中br编花篮br我是小音乐家br宝莲灯br打字机br乃哟乃br木瓜恰恰恰br我们祖家是歌乡bre月光光br杨柳青br春天举行音乐会br七彩冬梦br真善美的小世界br下蛋哕brbrf中学部分br永远的莫扎特br京剧大师梅兰芳br艺术歌曲的成熟&mdash;&mdash;舒伯特的艺术歌曲br学会聆听&mdash;&mdash;音乐g中的聆听与表现br千手观音br神奇的音乐要素&mdash;&mdash;《瑶h族舞曲》br非洲音乐brh唱念做打学京剧br为旋律配简易伴奏brk西藏歌舞br中国汉族民歌br音乐作品i的民族风格&mdash;&mdash;彝族和藏族br音画融溶绘声j绘色&mdash;&mdash;德彪西印象派音乐作品欣赏br生j活之音&mdash;&mdash;永恒的水br新疆歌舞&mdash;&mdash;《k青春舞曲》br绚丽的世界音乐&mdash;&mdash;k歌唱篇br让世界充m满爱br红色井冈&mdash;l&mdash;《毛委员和我们在m一起》　　2.教师：（展示竹笛）这件乐器非常常见，大家说是什么乐器？学生：竹笛。教师：对，这是竹笛，它的音色清脆嘹亮。教师用竹笛演奏乐曲&mdash;&mdash;《枣园春色》片段。br　　n3.教师：（展示巴乌）这是什么乐器n？这个乐器就是巴n乌，昨天老师已经提前请同学们查找了一些有关巴乌的资料，下面我们分享一下各自找到的信息，请同学们简明扼要地p概括一下。学生交流：巴乌是彝族、哈尼族等少数民族p的传统民间乐器，流行于云南省南部的红河q、玉溪、西双版纳等地区；巴乌由管身和簧片组成，演奏技巧与笛子基本相同；在民间，巴乌常用于独奏、合奏或为舞蹈伴奏。设计意图：通过学生交流巴乌资料，培养t学生自主学习的习s惯和学习中国少数s民族音乐的热情。s教师：葫芦丝和巴s乌是一对姊妹乐器，它们通过簧片的振动来发声。与葫芦丝相比，巴乌的音色较低沉，具有很强的歌唱性。下面，老师来演奏一段巴乌曲《渔歌》的主题音乐。三、初听全曲教师：刚才，老师用巴乌演u奏了《渔v歌》的主v题音乐。这首乐曲描绘了云南红河地区美丽如画的风景，表达了红河渔民对幸福生活的赞颂x和热爱。下面，老师来完整w地演奏一遍巴乌曲《渔歌》，请大家在欣赏的时候，注意乐曲速度的x变化。（教师演奏x，课件播放伴奏录z音。）教师：根据速度变化，你认x为乐曲可以分为几个部y分？学生讨论：&hellip;&hellip;A教师提示：在乐曲y中引子和尾声不能单独成为一个部分，《渔歌》这首乐曲节奏自由的部分是引子。所以这首乐曲应该分为几部分？学生：两大部分z。　　木瓜恰恰恰、匈牙利舞曲（第五A号）、渔歌、青青A竹子会唱歌、噢！苏珊娜、童年的歌&mdash;&mdash;中国少年先锋队队歌、雨中B、编花篮、我是小音乐家、宝莲灯、打字机等B。小学部分br大河之舞br我爱家乡的酒歌br木瓜C恰恰恰br匈牙利舞曲(第五号)br渔歌br青青竹子会唱歌br噢!苏珊娜brD童年的歌&mdash;&mdash;中国少年先锋队队歌br雨中br编花F篮br我是小音乐家br宝莲灯br打字机br乃哟乃br木瓜恰恰E恰br我们E祖家是歌乡Ebr月光光br杨柳青br春天举行音乐F会br七彩冬梦br真善美的小世界br下蛋哕brbr中学部分br永远G的莫扎特br京剧大师梅兰芳br艺术歌曲的I成熟&mdash;&mdash;舒伯特的艺术歌曲br学会聆听&mdash;&mdash;音乐中的聆听与表现bHr千手观音br神H奇的音乐要素H&mdash;&mdash;《瑶族舞曲》bJr非洲音乐br唱念I做打学京剧br为旋I律配简易伴奏brK西藏歌舞br中国汉族民歌br音乐作品的民族风格&mdash;&mdash;彝族和藏族brJ音画融溶绘声绘色&mdash;&mdash;J德彪西印象派音乐作品欣赏br生活之音&mdash;&mdash;永恒的水br新疆歌舞&mdash;&mdash;《青春舞曲》br绚丽的世界音乐&mdash;&mdash;歌唱篇br让世界充满爱br红色井冈&mdash;&mdash;《毛委员和我们在一起》L　　2.教师L：（展示竹笛）这件乐器非常常见，大家说是什么乐器？学生：竹笛。教师：对，这是竹笛，它的音色清脆嘹M亮。教师用竹笛演奏乐曲&mdash;&mdash;《枣园春色》片段。br　　3.教师：（展示巴乌）这是什么乐器？这个乐器就是巴乌，O昨天老师已经提前请O同学们查找了一些有关O巴乌的资料O，下面我们分享一下各自找到的信息，请同学们简明扼要地概括一下。学生交流：巴乌是彝族、哈尼族等少数民族的传统民间乐器，R流行于云南省南部的红河、玉溪、西双版纳等地区；巴乌由管身和簧片组成，演奏Q技巧与笛子基本R相同；在民间，巴乌常用于独奏、合奏或R为舞蹈伴奏。设计意图R：通过学生R交流巴乌资料，培养S学生自主学习的习惯和学习中国少数民族音乐的热情。教师：葫芦丝和巴乌是U一对姊妹乐器，它们通过簧片的振动来发声。与葫芦丝相比，巴乌的音色较低沉，具有很强的歌T唱性。下面，老师来演奏一段巴乌曲《渔歌》的主题音乐。三、初听,1,jd
现在还在用，手感不错，给力，很支持！,1,jd
就是拿来学习日语用的，挺好的,1,jd
定了一个月没人理，最后京东介入退款了，垃圾商家,0,jd
摄像头很清晰，很好，也很方便。。,1,jd
我也是醉了  上面烤东西的一个大槽 放不进去，这样我怎么烤东西  还有你们要卖就买套餐3送的东西太垃圾了  顶多10快，  烤架的铁皮太薄了   两边的放东西的东西也没有,0,jd
给妈买的，挺好的，妈妈喜欢。,1,jd
烧烤味最好吃，相对没那么辣,1,jd
这速度真的是太不给力了，同一天拍了好几样东西都到了，这鞋子硬是晚了三天,0,jd
商品还可以，就是物流太差了发天天快递简直就是老黄牛的速度。24日发货31号收到的这速度唉,0,jd
质量不错 做工细 款式也好 外观漂亮 给描述都一样 我很喜欢谢谢老板的推荐,1,jd
质量真不错，孩子很喜欢，价格稍贵，如果家里孩子不大，建议可以买小一号的。,1,jd
挺好的，质量和服务都蛮好,1,jd
内容较晦涩，小孩不感兴趣,0,jd
里面有黄色的不太满意        跟我想想的有点差距,0,jd
奶瓶收到了，材质真的很好。奶瓶一定要好用的 观望的赶紧下手吧~,1,jd
电力强劲，但愿持续的时间也能长一些,1,jd
贵且于我无用，买亏了,0,jd
非常喜欢啊，希望有更多款式,1,jd
不好用，非常不好用。,0,jd
第一次给差评，拆开有一角就是破的，质量堪忧,0,jd
不评价杂志好坏。诱导订杂志 但从二月开始发送,0,jd
挺好，不错，喜欢，，,1,jd
用起来非常好，3G上网给力,1,jd
帮同事买的 ，很水润,1,jd
商家对于销售商品后的服务很不周到，而且登记信息由差异，开不了增税专用发票就直接登记开不了就好了，为何还要虚报？另外，开不了的情况下为何不联系买家看是否要开普票，不联系，不开票的态度非常不好,0,jd
质量和做工都不错，尺码准，穿着舒服，是正品。卖家服务态度不错，物流速度快，很满意，下次还会来哦~\n,1,jd
衣服蛮不错的，女朋友很喜欢！下次再光顾 ,1,jd
赠送一对！很赞！,1,jd
《美甲旋风:风格派》内容简介：时尚美甲，通过各种元素表现不同风格，五花八门，种类繁多，这本《美甲旋风(风格派)》由犀文图书编写，全书以风格归类美甲类型，深入浅出地详解美甲构图的风格选用方案，分步详述美甲步骤，使用不同类型的元素搭配去表现不同场合的需要，上演完美展现独特个性的时尚美甲秀。\nPART 1 基础知识\n美甲的起源\n指甲的成分\n指甲的结构\n指甲的形状\n美甲常用工具\n美甲必备用品\n\nPART 2 技术教程\n清新自然风\n淡雅女孩\n清新依人\n明朗夏日\n花样年华\n时尚个性风\n优质女孩\n闪耀个性\n性感黑白配\n雅致休闲\n个性全属\n梦幻爱琴海\n神秘浪漫风\n秋日遐想\n神秘面纱\n粉色浪漫\n粉色梦幻\n复古高贵风\n高贵金属\n浓情红宝石\n高雅奢华\n活泼动感风\n跳动的音符\n奔放夏日\n可爱俏皮\n自由休闲\n青春活力\n甜美公主风\n炫亮时尚\n春日柔情\n甜美公主\n优雅迷人风\n优雅淑女\n简约白领\n简约优雅\n华贵纯洁\n高贵动人\n甜蜜新娘风\n甜蜜爱恋\n典雅新娘\n高贵新娘\n华贵新娘\n高雅新娘\n动感妩媚\n好日子\n\nPART 3 作品欣赏\nPART 4 美甲小贴土\n如何根据你的手形美甲\n十二星座MM如何美甲 磨砂条或电动打磨机将贴片与指（趾）甲的接合处打磨光滑。注意不要磨伤自然甲。（2）化学去接痕法采用特殊的化学熔解剂，使贴片接痕熔化后用抛光条磨除。化学去接痕法的优点是省工、省时、无粉尘，不会磨伤自然指甲。消毒液（41％福尔马林）、消毒液容器、毛巾、垫枕、75％酒精、棉球（片）、棉球容器、洗甲水、桔木棒、小镊子、指甲刀、180号打磨砂条、粉尘刷、浸手碗、护理浸液、指皮软化剂、指皮推、V形推叉、指皮剪、全贴贴片、贴片胶、U形剪、彩色甲油、亮油、一次性纸巾、废物袋。（3）准备步骤1）清洁自己的双手。2）消毒工作台。3）从消毒柜中取出干净的毛巾铺在工作台上．另卷起一块毛巾或用固定垫枕垫在毛巾下顾客的手腕处。4）准备好已消毒完毕的工具和用品。5）请顾客清洁双手。6）操作程序均是从左手到右手，从每只手的小指到大拇指。7）给顾客的双手做好自然指甲基本护理（从消毒至剪完双手指皮）。（4）规范的操作程序1）用180号打磨砂条在指甲表面轻轻地刻磨出细小划痕，以增大黏合接触面积。2）用粉尘刷清除干净指甲表面和甲沟内的粉尘。3）选择好与指甲甲床宽度相适合的10个全贴贴片，修整每个贴片后缘的形状，使之与每个指甲后缘的形状相符合。 书中的内容非常好\n从头到尾，彻彻底底的讲的清楚明白。\n是比较权威的关于美甲理论的书籍\n适合专业人士选看 \n,1,jd
怎么感觉没什么效果啊,0,jd
说好的博世品牌呢，为什么是韦斯特，还那么贵，韦斯特用不了这么多钱，受骗的感觉,0,jd
发货快，皮质很好，很喜欢,1,jd
包收到了，发货快，质量做工都很好，与卖家描述的一样，非常好满意，快递也很给力，满分。,1,jd
鞋子有很大一股异味，就是放了香包都不管用，质量很糟，下次不会再买,0,jd
还不错，女儿穿起很合身,1,jd
就那么回事吧，没比地摊强多少,0,jd
T恤非常给力呢，质量好，价格平民，有需要的可以选购！,1,jd
好喝，就是发货太慢了,1,jd
手表挺漂亮的，挺喜欢，但是密封太差，没几天功夫，表壳里面有进水的现象了，希望商家认真对待,0,jd
东西拿到手，我只代了，半天就坏了，东西很不好,0,jd
热力传递很快，很好用,1,jd
质量很好，适合现在这个季节穿，而且也很合身，下次再来,1,jd
"看起来,没什么可读性,不好",0,jd
东西一如既往的好，好多次够买了,1,jd
口味不错，适合不习惯甜食的人,1,jd
质量很好，面料很不错，做工精致，款式很潮，尺码标准，穿着很漂亮很舒服 ,1,jd
...............过得去吧,1,jd
宝贝收到了，我家小宝很喜欢，真的是物超所值,1,jd
跟电视连接的速度就提升的不大,0,jd
干    而且使劲按才能出来一点   最多就是里面放了试用装  盖子也合不严实  哪来那么多好评  呵呵,0,jd
第一，这次物流慢了点。\n第二，快递员送货时，我正好出去了，我也在积极联系邻居和家人，帮忙回去领快递了，但是送货员态度真的很差劲。\n第三，快递员真给京东丢人。,0,jd
